0.0 -0.08247622182423843
5.0 -0.09248085279416521
10.0 -0.1025865887751011
15.0 -0.11186309314539321
20.0 -0.12028616587450193
25.0 -0.12972910667478407
30.0 -0.13926206733350766
35.0 -0.14888678070771721
40.0 -0.15762894420358317
45.0 -0.16743294430020397
50.0 -0.17633948511640712
55.0 -0.18532606581425337
60.0 -0.19439413802822383
65.0 -0.2045671657412744
70.0 -0.21381222388532545
75.0 -0.2231435513142097
80.0 -0.23151180098472637
85.0 -0.24101055314263412
90.0 -0.24953030648740468
95.0 -0.2592026011299124
100.0 -0.2678794451556012
105.0 -0.276632236265196
110.0 -0.28657157816775375
115.0 -0.29437106060257756
120.0 -0.3033598851710108
